label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
0,96.843625,32.74995175,115.5890815,84.51542103,41.50262586,183.6697349,115.6212977,114.2838703,103.3507073,167.9968753,14.83071594,12.04495631,14.68015614,18.2762564,2.916748407,21.55771415,14.76910586,15.30499782,2.652192097,5.285327106,40,1,55,25,20,41,55,51,95,142,12,13,12,6,15,4,4,11,4,10,15,5,10,9,10,9,10,5,8,12,30,20,3,3,7,26,8,59,4,18,9,6,4,5,17,12,11,7,6,47,15,48,43,48,5,10,6,0,7,24,3,36,66,10,3,6,9,5,7,0,43,9,29,14,5,23,31,17,32,11,9,36,10,7,11,37,17,41,8,9,4,34,7,43,52,7,2,50,8,3,73,12,4,11,4,10,7,6,5,17,15,16,35,18,10,15,8,19,19,12,0,0,0,2,7,0,17,25,19,9,27,6,12,8,17,30,22,37,5,0,23,0,7,4,19,1,21,0,16,31,0,14,3,4,6,9,0,0,4,6,2,0,4,0,6,7,0,0,5,9,15,13,17,36,12,16,7,11,24,18,13,18,63,28,32,24,31,24,22,27,50,7,47,7,54,14,6,6,35,0,3,3,7,24,4,68,3,0,7,7
1,89.3092623,42.18838829,104.3786526,77.70072776,43.15923123,152.9321314,104.4166091,104.0760349,107.0685481,159.0974438,14.10723005,13.92112399,13.96417693,16.58850264,3.311606057,25.72218921,14.09422791,14.57872762,2.927267273,5.452986961,29,1,30,33,16,35,35,28,97,138,26,12,6,1,9,6,16,26,22,3,11,17,17,12,18,28,4,13,8,15,38,41,18,13,8,21,19,22,22,5,23,18,5,11,5,21,15,8,16,32,10,5,13,22,18,9,6,9,9,1,19,6,101,23,8,12,29,10,19,12,4,23,10,11,14,18,51,25,49,15,29,21,8,19,16,8,12,8,7,15,15,11,19,20,6,9,10,6,9,18,55,18,8,5,11,25,9,5,18,72,2,1,55,30,20,1,6,0,6,4,4,1,0,1,7,0,7,19,12,2,3,5,5,14,7,8,19,71,3,2,21,5,2,7,17,0,6,0,12,23,0,6,3,3,0,2,1,0,3,1,1,2,3,0,11,2,0,0,2,0,40,17,26,7,32,25,24,42,22,21,26,13,12,14,32,43,10,17,45,28,3,13,84,18,29,14,31,14,10,8,15,6,19,5,11,26,9,6,12,15
1,86.65152788,44.24047683,102.0981353,72.51207668,45.66346982,145.5595908,102.1147113,101.3350137,106.372895,156.6540642,15.25029528,15.21017341,15.49003607,17.26604609,3.100030831,30.43946621,15.54757653,16.03432545,3.772128217,6.31088138,39,3,52,21,18,24,52,48,95,135,13,12,10,28,5,12,22,15,10,6,17,9,13,16,5,17,4,7,7,27,20,27,8,13,15,14,16,32,22,21,16,23,20,19,21,17,16,28,11,18,7,28,21,46,1,17,9,13,15,26,23,26,54,13,2,6,15,8,9,5,28,19,23,14,14,32,24,28,51,8,17,14,17,14,11,15,14,16,17,8,12,15,15,53,26,8,11,33,26,16,49,9,4,18,6,16,6,5,12,19,19,12,42,23,16,11,8,9,4,15,1,0,0,6,15,8,7,14,16,6,10,6,17,10,8,17,24,44,2,1,9,1,6,18,40,15,12,1,25,7,0,3,2,5,5,5,0,4,1,5,19,0,1,0,10,7,0,0,6,7,20,37,23,16,36,15,30,19,45,11,25,28,30,12,18,10,25,26,11,58,31,9,44,3,50,19,7,18,19,38,17,5,10,15,9,22,9,4,10,8
0,77.64638572,31.03411066,91.59920614,68.05683426,41.90789284,170.4699517,91.63890563,90.84042261,108.7049492,158.5524065,23.80354316,19.55619479,26.21486798,23.40486378,4.390511206,38.64423681,26.27868828,27.10231411,5.645246778,8.685981145,10,1,11,7,3,1,11,8,96,110,18,20,45,19,25,27,54,32,14,56,9,11,17,13,33,35,7,12,39,14,7,8,35,54,32,34,45,23,25,4,24,22,44,27,3,39,6,32,24,12,40,24,9,16,68,8,12,10,14,23,42,13,3,9,47,33,11,57,22,39,33,25,17,15,38,19,7,14,4,24,25,5,32,33,21,14,68,10,28,68,16,18,40,3,18,23,11,26,15,67,3,61,48,52,16,8,32,10,30,3,52,14,9,3,9,21,12,12,18,30,118,39,17,53,1,43,10,14,3,15,16,5,70,0,9,41,7,20,5,49,3,72,61,60,28,17,11,8,9,3,49,1,62,9,1,4,22,28,10,0,19,83,13,41,2,4,28,42,8,22,3,25,27,15,38,12,26,8,116,21,12,39,15,11,24,15,45,13,8,27,31,26,2,6,8,8,23,87,18,4,42,20,24,15,38,6,11,24,63,44
1,84.65068089,37.67294052,98.69328756,75.0291364,42.00313777,159.9316557,98.69619269,98.5376305,108.45686,158.8776101,19.01980156,16.72225099,19.76312024,20.40919286,2.804154868,30.56425795,19.76845258,20.59212309,3.141640449,6.470499437,22,1,30,14,19,41,30,24,98,139,23,5,2,7,14,20,22,28,16,4,21,19,6,13,13,19,7,8,15,28,24,24,8,31,19,16,15,15,7,7,13,18,18,28,17,11,31,6,3,32,13,24,18,25,9,24,7,5,17,1,34,12,81,10,6,12,31,3,21,10,14,19,7,17,15,9,27,53,52,11,36,30,26,22,8,10,17,5,8,16,15,8,32,31,26,31,2,25,20,6,66,12,9,6,7,35,16,9,20,7,6,24,34,31,13,4,3,3,3,0,0,0,0,0,2,0,7,20,26,2,11,2,5,2,4,11,24,53,2,0,11,0,0,0,44,0,21,0,16,11,0,4,0,3,5,5,0,0,3,1,0,0,2,0,1,5,0,0,5,4,14,16,45,6,18,32,22,15,39,25,28,34,10,21,41,25,16,28,14,51,20,13,45,9,27,23,24,5,17,3,33,8,27,8,14,50,7,6,5,19
0,85.4009334,40.70048175,99.26066762,75.24315108,42.51468797,153.1731684,99.33021644,99.20978679,108.4774632,157.7846117,17.5691469,15.38056151,17.41558458,19.81506918,3.225830319,24.71087981,17.63453821,18.47732823,2.647156368,4.490919955,26,1,35,14,19,14,35,29,99,123,12,13,3,6,3,10,21,20,18,3,8,23,8,21,16,29,7,10,20,16,24,42,15,30,13,11,9,32,14,13,9,8,16,20,27,18,16,18,21,21,19,16,23,35,6,7,10,13,18,16,23,17,78,11,12,7,10,8,17,10,6,18,35,13,9,10,26,22,39,17,18,39,17,24,15,33,15,9,3,11,12,3,21,43,40,19,9,15,11,8,66,14,3,5,15,19,10,14,12,24,1,11,32,50,7,3,5,7,10,3,0,0,3,2,2,1,11,16,20,3,6,3,8,15,16,5,56,51,9,0,25,2,0,2,12,0,12,0,22,6,0,9,0,2,3,4,0,1,2,13,0,0,4,3,12,6,1,0,2,0,9,23,25,27,13,16,16,9,19,40,14,24,73,29,16,22,14,28,18,41,15,11,50,15,35,14,16,6,24,21,24,3,17,3,13,47,13,4,20,6
1,65.83412273,40.50321146,74.82296349,57.84409376,45.13003411,121.1781919,74.84215541,75.14655942,114.3011132,146.227817,17.43550673,16.50853417,17.82997383,17.97829964,3.224759071,30.76799242,17.89794286,19.29311046,2.777171369,4.40688638,18,1,24,10,15,8,24,17,99,126,16,20,17,3,6,8,19,25,29,3,11,17,13,18,10,30,8,9,19,53,52,63,17,18,29,7,11,25,14,5,7,33,2,30,2,12,21,33,14,31,15,5,5,21,0,50,21,25,12,1,13,12,88,42,7,11,25,5,40,9,10,14,31,6,23,8,101,48,47,12,19,27,6,10,8,7,8,14,3,5,13,14,13,12,4,17,27,6,49,3,45,10,4,1,24,49,8,6,11,107,0,12,54,44,25,2,11,11,11,6,0,0,0,2,6,1,15,10,23,7,2,9,3,9,13,4,30,34,7,4,18,4,0,6,39,0,20,0,47,17,2,4,0,3,3,7,3,1,8,11,0,0,0,2,11,1,5,2,10,0,26,31,12,16,26,22,21,17,25,33,20,16,29,35,22,29,11,25,16,68,8,15,84,13,22,40,14,2,6,55,12,11,33,7,13,33,18,8,7,8
1,84.71785291,36.03257078,102.5777656,68.25703792,45.7286115,166.2810365,102.5811378,100.7748445,103.4195911,160.6407091,13.90263786,10.74484001,14.8631773,14.78885603,2.26842805,21.12594321,14.87652491,15.21657508,2.57371912,4.922640284,36,2,47,21,22,56,47,43,95,128,2,8,5,2,3,0,4,8,10,1,4,9,4,10,6,6,9,4,1,5,8,6,6,20,18,13,14,5,6,28,11,17,19,12,6,14,11,10,9,2,1,1,21,18,11,7,1,3,11,1,4,19,41,2,10,9,11,3,6,10,1,8,5,9,8,6,4,14,22,11,13,13,12,4,19,10,2,26,5,3,9,34,7,7,20,17,11,0,5,10,42,2,5,3,0,9,7,9,2,0,0,7,6,12,8,4,5,3,2,1,0,0,1,1,3,0,4,3,6,3,0,4,5,14,13,7,11,3,17,0,23,0,0,1,11,0,8,0,2,11,0,1,0,2,1,7,0,0,2,2,1,1,2,0,0,2,0,1,5,1,18,42,29,35,10,19,9,8,42,35,24,53,22,17,13,16,8,19,25,22,1,1,32,12,12,4,11,7,12,2,4,13,5,27,11,19,1,11,2,5
0,84.81461876,37.25489248,100.504794,72.11095185,43.6721647,162.3948053,100.5157882,99.63323344,106.1551404,159.6745988,15.06149741,12.12383271,15.97083892,15.61021317,2.534888861,20.93841468,16.00825016,16.47807509,2.389549704,4.267540683,16,1,23,8,6,6,23,16,97,128,22,9,22,22,15,17,22,26,11,18,19,11,19,11,18,10,9,14,20,9,9,12,14,41,10,15,30,26,15,17,20,14,19,14,14,22,23,10,18,12,16,18,22,16,17,24,9,23,14,19,22,18,20,15,12,24,21,21,17,28,19,17,34,14,28,20,18,29,18,10,12,23,18,25,20,23,25,16,9,13,21,20,20,20,17,16,16,17,22,32,28,22,9,17,20,15,22,33,19,8,10,17,23,40,16,7,1,4,0,6,1,0,0,6,9,4,5,12,16,3,0,3,6,35,13,13,6,0,33,0,43,0,6,13,19,10,19,0,12,7,1,2,1,3,5,0,0,0,5,5,12,1,0,0,6,0,0,0,6,1,47,21,30,24,33,25,16,25,35,19,18,29,16,38,19,24,12,14,37,16,16,22,12,14,22,21,15,21,17,18,23,19,12,9,21,22,17,32,20,24
1,67.4991492,31.4592315,80.5922667,55.55057018,45.70869903,155.3272285,80.63712759,79.54892829,108.9816407,153.299085,13.61208698,10.27486103,15.08637967,13.96122687,3.199747947,25.17894468,15.24213793,15.60687942,3.346502327,5.825505333,26,1,35,13,13,33,35,29,98,133,5,6,7,4,10,9,23,25,20,2,20,15,11,4,11,10,4,11,5,31,8,7,19,30,10,15,11,6,14,11,9,13,24,27,9,22,17,9,2,3,6,14,9,34,4,9,2,7,13,2,31,12,18,9,13,10,16,8,31,11,13,14,8,11,10,22,9,28,16,14,10,9,18,24,17,6,15,12,5,8,11,12,30,26,11,19,5,14,4,7,20,10,2,6,8,37,13,8,22,4,1,0,0,4,19,13,11,7,2,1,0,0,0,0,27,0,0,5,1,13,4,5,0,15,15,8,6,3,21,2,23,0,0,1,6,4,2,0,23,20,0,5,2,0,7,6,1,0,2,2,0,6,4,2,1,9,0,0,6,5,16,25,24,31,24,16,16,27,35,30,19,32,28,21,28,23,9,27,29,36,14,7,11,17,34,11,11,3,10,3,24,9,33,4,13,18,9,8,5,15
0,76.89676796,55.83295794,84.27532031,70.46840576,45.23047053,90.97699664,84.31749314,85.98997526,116.733609,142.9044542,25.31379859,23.36422506,25.37131328,26.42571067,4.546008887,25.39894949,25.48451316,27.47469083,2.449085812,3.941429359,12,3,15,8,16,9,15,10,106,127,10,14,7,18,29,12,25,5,17,22,41,5,14,28,9,10,6,8,20,39,14,29,21,21,6,14,19,76,9,29,11,21,7,14,23,6,18,21,9,44,29,24,12,30,13,34,24,61,10,8,22,28,35,17,9,11,9,15,16,12,34,13,90,17,22,21,32,23,21,12,8,24,11,7,18,16,16,17,7,9,14,17,19,33,14,8,33,35,28,13,31,28,6,14,51,20,17,11,11,28,21,15,25,32,13,10,5,14,13,16,3,3,0,5,3,2,14,20,18,9,10,9,9,8,15,21,18,12,6,0,27,4,13,8,26,15,21,0,28,8,0,4,8,2,2,4,1,1,1,3,2,2,2,0,6,2,4,3,4,5,14,22,27,36,39,17,23,28,26,14,14,14,47,19,17,18,24,17,28,48,40,16,26,9,41,31,10,16,17,70,13,16,16,9,7,27,5,10,19,19
0,65.14324238,34.184108,76.2719332,55.16936225,45.0869772,143.0902145,76.4090462,75.75739791,111.4424288,150.1450792,15.05597445,13.40272089,15.39908777,16.38498611,3.975547473,24.28877059,15.89974459,16.60727282,3.294281201,4.45910285,12,1,16,7,13,26,16,10,98,130,11,11,15,14,11,9,19,11,19,2,13,16,9,10,17,13,4,6,12,31,43,46,2,13,17,30,4,85,5,8,25,6,10,7,18,10,5,8,14,42,31,14,12,10,5,12,19,58,13,16,4,36,62,89,6,4,8,0,11,12,17,18,87,8,2,4,89,17,40,13,5,23,7,16,11,18,21,18,16,3,13,14,8,13,17,17,51,16,9,1,30,27,4,16,57,12,7,8,10,117,5,7,64,69,12,4,1,6,14,15,1,1,2,1,11,2,27,22,44,6,7,8,4,16,8,13,30,115,7,0,20,3,2,13,40,0,10,0,34,10,0,0,2,5,3,0,0,1,1,7,0,0,0,0,5,3,0,0,2,2,53,12,35,17,24,29,8,27,23,8,6,25,54,25,11,31,10,14,25,57,25,38,68,29,12,15,4,5,24,100,2,3,20,22,7,19,4,6,18,9
0,100.6562138,41.85672702,116.3977549,92.18835882,39.64007272,167.079171,116.7768004,116.428243,106.9741243,164.9390045,20.69435946,21.05134656,19.24132755,25.38576605,4.262134037,30.63221637,20.06529199,20.48587428,4.820249394,5.735461882,16,1,18,16,15,14,18,12,96,132,5,8,42,44,26,21,15,13,17,55,13,6,38,12,13,12,12,21,24,20,10,93,11,17,14,30,31,39,18,29,16,6,10,26,42,18,12,9,9,15,17,51,22,35,33,4,23,14,7,20,6,39,84,5,16,19,3,38,6,13,50,8,24,10,31,39,2,15,42,16,12,64,8,3,21,45,9,18,28,39,6,19,6,33,41,15,20,63,5,31,94,13,25,26,14,5,15,18,6,3,45,14,27,41,21,9,16,8,27,28,26,11,6,14,8,10,14,19,16,3,22,16,32,2,3,29,60,46,2,6,4,28,24,15,25,27,19,0,22,7,0,10,15,9,3,3,1,7,13,9,7,29,7,2,2,5,0,0,6,21,23,25,38,16,12,26,15,17,51,19,14,48,26,29,4,18,56,11,11,41,56,6,48,14,31,5,0,55,37,3,5,22,3,18,22,74,5,33,12,4
1,76.23813614,34.42329306,92.068354,61.11640241,46.38079061,159.8779005,92.07495442,90.61442672,105.6596598,156.8085268,11.61807101,9.910282615,12.87301686,11.83393343,2.122376826,22.585948,12.90119717,13.01621771,2.773628814,5.115316249,39,1,52,25,22,42,52,48,94,140,14,4,7,33,13,16,9,8,7,9,43,8,14,7,10,8,7,8,12,8,13,7,10,10,9,31,15,39,9,40,30,3,9,7,20,13,5,6,4,22,14,28,24,25,7,4,10,8,9,39,11,70,46,24,5,4,18,9,8,2,27,3,36,2,5,15,41,5,29,6,9,19,7,7,4,28,12,60,28,6,7,59,15,27,32,6,23,32,3,9,34,22,5,20,19,12,7,4,5,29,15,6,12,6,21,3,14,17,11,9,1,2,2,9,27,19,8,4,3,33,11,8,14,32,32,16,5,16,36,1,31,2,5,20,8,8,3,0,23,9,0,6,3,3,9,3,2,1,3,4,16,2,6,1,1,8,0,0,4,8,42,17,16,52,27,14,9,29,20,16,33,9,29,23,18,14,24,15,32,33,34,14,36,13,21,6,13,14,23,21,8,5,8,64,9,23,9,5,33,6
1,70.65599522,34.08264091,84.76094334,56.92279764,46.57713286,154.4877789,84.78536908,83.57461423,107.6415786,153.81538,13.13111785,13.34483156,13.1746066,14.30913871,2.804244528,25.7986748,13.29587145,13.91226289,2.865501447,4.000759229,34,1,47,17,22,28,47,42,97,136,12,15,5,4,9,3,8,15,10,16,21,14,11,7,9,12,3,7,9,13,8,5,15,9,11,13,10,11,14,20,16,9,3,9,8,9,13,7,8,12,14,7,18,39,8,7,24,10,6,3,19,12,30,9,9,0,9,10,24,1,20,9,8,2,7,21,10,21,29,6,11,12,15,8,12,10,8,13,8,3,8,19,18,31,18,7,6,26,11,7,42,11,6,4,10,13,4,3,13,5,24,6,0,4,12,1,5,17,0,0,0,0,0,1,22,0,2,9,4,11,10,7,1,28,8,4,10,0,38,0,29,0,0,3,8,23,1,0,10,9,0,5,0,5,0,4,0,6,4,2,0,0,6,1,0,1,0,0,3,10,18,9,27,40,43,16,18,28,23,13,24,16,13,15,24,28,30,19,34,18,24,11,23,16,36,14,12,8,12,3,13,2,23,10,7,26,4,1,8,6
0,87.97606462,52.01322414,100.0547543,78.01397801,43.83665246,124.555912,100.1528248,100.8399596,110.6217186,152.4429033,15.25679997,15.25263492,15.03387751,17.1101841,3.719651603,25.47975584,15.07106556,15.9450463,3.342951343,4.475039844,23,1,25,18,8,39,28,24,100,132,32,23,24,12,16,10,17,32,13,16,11,9,28,15,21,32,20,12,11,24,23,14,25,14,17,17,22,26,22,31,22,30,10,3,15,18,17,26,19,24,15,6,14,33,24,9,4,10,27,10,26,32,31,23,11,14,9,44,23,36,4,25,14,31,35,16,25,32,11,29,19,16,18,11,35,20,23,31,19,21,23,23,17,37,13,15,11,6,5,23,33,22,28,16,9,25,20,30,15,28,1,14,6,9,27,3,3,12,5,1,0,0,0,0,11,0,5,12,13,15,3,15,2,9,15,5,11,4,12,3,23,0,1,2,18,0,10,0,22,16,1,2,29,6,7,8,27,0,4,8,7,36,5,1,0,11,3,6,8,1,9,21,27,24,34,52,26,13,26,27,24,17,22,33,16,33,7,26,21,42,7,14,24,31,51,8,12,25,14,14,13,37,25,10,13,25,13,18,15,18
0,93.67549297,42.61620663,110.8622806,79.41243032,43.93320992,158.4101423,110.8717395,109.7955373,104.4639061,161.5619384,12.50584551,12.8112451,12.1672199,14.46736642,2.574509668,21.53578044,12.20827049,12.68846068,2.554393575,3.683913935,36,1,46,25,20,27,46,43,96,138,10,11,19,3,6,6,8,12,11,11,15,9,23,15,21,19,13,17,16,12,45,8,16,12,15,12,15,31,17,36,41,5,5,6,8,19,14,18,8,11,2,15,40,39,12,11,6,10,4,7,8,53,41,13,11,7,11,16,7,7,12,11,38,5,12,10,57,9,45,5,10,27,8,7,11,19,5,20,8,11,6,27,8,31,36,7,22,12,4,15,56,5,13,5,13,8,8,10,10,25,4,7,52,42,4,0,10,9,10,5,0,0,0,3,6,2,10,9,15,4,5,6,3,32,28,6,18,1,36,1,42,2,2,5,7,0,7,0,17,18,0,6,1,6,7,2,1,0,5,7,2,0,2,0,10,4,0,0,7,3,28,24,23,37,20,26,16,17,27,23,31,27,16,30,18,33,14,20,36,22,8,9,30,5,38,8,9,13,34,24,6,13,8,23,9,50,13,8,6,7
1,79.39456002,49.04347181,90.53623524,69.13251108,45.68783427,117.6009038,90.54505883,91.22919077,111.6521993,149.2311729,11.07892239,11.66888162,11.30348768,11.96786597,2.683099454,23.86135461,11.35317126,11.86579793,2.746852085,4.524276833,34,2,46,21,17,17,46,41,98,133,12,14,4,5,7,1,16,11,14,4,6,13,15,9,22,14,7,9,3,10,44,22,13,13,11,7,18,21,20,56,30,19,4,0,7,8,7,15,10,15,11,12,32,28,8,6,7,8,12,5,28,37,49,22,4,6,6,20,12,6,5,7,30,9,15,19,57,12,27,12,11,21,14,6,22,14,10,30,8,8,8,31,24,29,33,12,13,8,4,13,38,16,12,4,10,13,2,12,11,41,2,12,7,14,5,15,13,24,7,0,2,4,3,1,7,6,3,10,13,57,10,5,9,38,26,21,2,2,31,0,34,5,0,2,23,1,15,1,6,14,0,11,1,0,6,0,1,0,4,2,0,1,3,0,7,8,0,0,8,4,51,9,19,80,41,10,18,35,19,6,26,7,15,9,15,13,16,8,70,33,13,14,34,16,30,7,5,9,33,22,25,10,16,27,5,26,7,7,9,8
1,78.53331037,50.64646829,90.14979823,66.40752709,48.17752042,113.4607132,90.15721816,90.38496112,110.9186324,147.9525333,14.00243272,12.70374971,14.3877458,14.40421282,2.98217699,17.51484413,14.4187748,15.19922292,2.101911469,2.824297659,32,10,39,19,18,31,41,36,101,133,11,13,5,3,5,2,12,12,10,7,16,7,13,16,14,16,21,15,7,9,9,37,8,18,8,8,17,13,21,13,14,14,13,4,15,16,12,13,12,2,3,8,13,26,10,8,11,10,24,0,14,14,47,18,11,10,8,14,10,12,5,12,32,19,13,13,11,24,30,8,13,17,9,11,23,7,8,7,12,12,13,6,16,32,11,31,11,9,7,17,43,8,15,2,12,10,5,12,12,13,1,8,17,32,22,2,11,3,0,0,0,0,0,0,22,1,0,12,8,10,1,7,0,12,9,7,18,7,27,0,21,0,0,1,10,2,9,0,23,24,0,0,2,3,4,5,0,0,4,1,0,1,0,0,1,5,0,0,0,0,31,25,26,23,33,13,11,33,26,5,19,22,20,36,27,27,3,14,35,15,7,10,34,18,28,4,10,10,13,18,12,16,14,6,25,21,5,9,5,6
0,89.27836802,39.04224911,105.2230489,77.10714627,42.95193543,161.2805492,105.2599159,104.5380345,106.0203466,160.9728499,14.73818848,12.1577713,15.2168976,16.55167071,2.868619934,20.1738427,15.33900697,15.69213288,2.881216848,4.959435685,20,1,26,11,18,13,26,20,97,133,20,5,17,1,21,8,27,32,17,4,11,28,9,5,22,18,9,15,4,11,54,32,6,19,21,26,15,52,7,20,21,7,27,9,11,12,1,5,7,40,19,22,27,34,18,5,6,6,9,10,30,35,78,22,14,16,14,10,9,15,12,10,47,13,13,21,80,15,42,9,11,26,23,15,10,18,18,16,7,21,10,18,27,48,27,10,11,21,11,28,54,10,12,8,10,13,17,6,9,66,2,18,45,35,14,4,8,16,20,6,0,0,2,0,3,0,14,29,33,3,14,8,1,7,32,21,39,25,11,2,24,1,3,3,39,0,33,0,15,9,0,14,0,3,6,2,0,0,6,6,0,0,8,0,16,7,0,0,6,2,43,28,29,30,30,14,15,31,20,15,13,29,62,11,12,15,14,19,24,32,17,11,59,12,31,4,16,19,30,31,25,12,9,20,17,50,10,9,10,14
0,65.59124058,40.78320881,74.45082151,57.66353078,45.22669029,119.1326869,74.4540398,74.79786119,114.464624,145.8773159,17.01436923,15.79682838,17.30290121,17.71857253,2.870276379,29.35172215,17.31271141,18.95892531,2.732227992,4.165138878,15,1,20,9,21,12,20,12,100,128,33,21,17,2,7,21,18,28,33,4,4,34,8,19,15,14,9,16,9,24,18,20,14,38,16,20,20,7,14,40,25,22,28,16,7,20,16,21,17,17,14,11,20,36,11,34,8,18,9,10,39,33,23,27,14,15,17,9,31,15,5,28,12,18,22,17,33,20,18,25,7,18,19,16,21,17,17,43,21,9,25,58,41,4,22,22,28,13,24,16,26,21,14,3,7,34,15,20,26,19,0,12,28,12,13,3,6,8,3,0,0,0,0,0,17,0,5,13,7,12,7,4,0,18,11,6,20,21,10,0,24,0,0,1,6,0,10,0,14,8,2,9,0,2,4,1,1,0,2,4,0,0,2,0,1,6,2,0,3,0,24,28,36,24,57,10,25,41,29,16,18,19,8,13,17,26,9,18,30,52,11,25,23,22,32,24,14,8,19,14,33,9,24,32,19,20,21,13,13,18
0,77.61216288,35.98311375,92.91174274,63.44084734,45.72073721,158.0081063,92.91423962,91.75087647,106.3206152,156.6487097,13.13605745,12.04997508,13.55468941,13.91078642,2.471732314,22.515095,13.56004977,14.10640846,2.271324816,3.769616458,21,1,23,18,18,17,24,18,98,122,35,13,2,3,5,14,35,44,24,3,3,23,3,12,20,26,6,13,11,34,19,7,30,30,15,22,21,17,15,8,9,30,21,18,1,27,18,23,20,12,10,4,2,18,17,27,15,12,17,2,52,4,18,11,20,13,20,4,41,16,3,35,15,14,6,5,9,52,11,20,37,3,33,46,21,2,30,4,8,17,25,10,50,7,4,23,7,5,23,7,14,26,7,2,16,45,19,17,31,5,1,9,18,14,16,0,6,5,2,0,0,2,0,0,8,0,1,10,10,3,3,6,0,12,14,6,9,3,11,2,18,1,0,1,11,3,19,0,26,15,1,1,0,0,3,3,3,0,3,0,0,2,1,0,0,4,2,2,1,1,9,26,55,4,25,24,14,16,31,29,21,33,1,33,33,42,10,16,29,48,6,25,14,30,14,27,18,7,0,4,50,9,42,5,13,9,13,7,8,25
0,61.23788652,24.19591259,73.9774475,50.40269235,44.32047883,173.2528995,73.9774475,72.6209003,109.3861763,154.105223,11.42905893,8.53072485,12.47216664,11.39648294,2.05156865,20.40527956,12.47216664,13.23146248,2.210821087,3.697021545,11,1,16,5,31,51,16,10,100,134,10,11,33,37,19,10,17,15,5,14,50,7,14,7,21,13,9,4,11,18,9,7,13,38,16,14,11,7,5,6,1,15,25,14,5,16,10,10,11,13,15,27,11,12,8,13,13,10,13,26,30,31,13,13,8,11,8,12,25,11,30,8,7,11,10,16,19,26,11,10,17,14,24,15,13,18,12,14,8,1,14,15,19,18,27,19,17,31,15,6,16,17,11,15,10,22,14,19,5,22,15,6,9,24,15,21,12,13,4,1,0,0,0,7,5,18,2,14,7,4,12,8,30,11,11,13,15,9,14,0,12,0,0,7,22,18,7,0,27,3,0,4,0,2,8,2,0,0,4,2,6,0,1,0,0,4,0,0,6,4,22,14,14,33,30,28,18,15,31,25,25,50,36,26,13,18,30,19,17,28,35,10,16,16,24,17,9,11,20,13,24,12,20,16,9,18,1,13,10,16
